Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,Year_survey,Age_survey
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,2,0,2023,23
1,studying,582.0,Urban,Eastern Cape,1.0,1.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,3,1,2021,30
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1996,10,1,2022,26
4,studying,582.0,Urban,Gauteng,1.0,1.0,0.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,12,1,2023,23
3,unemployed,248.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,11,0,2022,23
3,wage employed,582.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1989,1,0,2022,33
4,unemployed,365.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,4,0,2023,20
2,unemployed,640.0,Urban,Gauteng,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,2,1,2022,30
4,unemployed,767.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,4,0,2023,32
4,wage employed,30.0,Urban,Western Cape,1.0,0.0,0.0,1.0,0 - 29 %,0 - 29 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,1,2023,23
2,unemployed,177.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,7,0,2022,29
4,unemployed,1191.0,Urban,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,7,0,2023,27
3,self employed,2957.0,Urban,Gauteng,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,50 - 59 %,50 - 59 %,50 - 59 %,0,1,1995,8,1,2022,27
3,unemployed,1313.0,Rural,Mpumalanga,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,9,0,2022,27
2,wage employed,953.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,10,0,2022,24
4,unemployed,432.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,50 - 59 %,1,1,2000,1,0,2023,23
4,wage employed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,2000,1,1,2023,23
4,unemployed,1127.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,1,1,2023,22
4,unemployed,429.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,4,0,2023,20
4,unemployed,64.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,2,0,2023,19
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2001,4,1,2022,21
4,unemployed,767.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,5,0,2023,33
4,unemployed,429.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1999,11,0,2023,24
3,studying,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1993,10,0,2022,29
2,unemployed,742.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,5,1,2022,34
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,12,1,2022,21
2,unemployed,810.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,1525.0,Suburb,KwaZulu-Natal,1.0,1.0,0.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1995,3,0,2023,28
3,wage employed,582.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,9,0,2022,23
2,unemployed,60.0,Urban,Gauteng,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,5,0,2022,27
4,self employed,582.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,7,0,2023,25
1,studying,582.0,Urban,Limpopo,1.0,0.0,1.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1989,3,1,2021,32
4,studying,582.0,Rural,North West,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,1,1,2000,1,0,2023,23
4,unemployed,736.0,Suburb,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,11,0,2023,24
4,unemployed,1525.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,9,0,2023,25
2,unemployed,462.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,6,1,2022,31
4,unemployed,306.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,12,1,2023,21
3,unemployed,158.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,1,0,2022,30
4,studying,582.0,Rural,Mpumalanga,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,wage employed,66.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,3,1,2022,29
4,unemployed,828.0,Suburb,Eastern Cape,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,wage employed,273.0,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,1,2023,23
4,employment programme,273.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,self employed,2631.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,unemployed,97.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,1,0,2023,33
2,unemployed,132.0,Suburb,Free State,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
4,unemployed,795.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,7,0,2023,21
4,unemployed,767.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,wage employed,429.0,Urban,Western Cape,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1997,1,1,2023,26
4,wage employed,184.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1994,10,1,2023,29
4,wage employed,577.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,3,0,2023,22
4,wage employed,61.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,5,0,2023,19
4,unemployed,153.0,Urban,Western Cape,0.0,0.0,0.0,0.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,7,1,2023,21
3,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2022,20
4,studying,582.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1992,7,0,2023,31
4,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,80 - 100 %,0,1,2002,12,0,2023,21
3,other,582.0,Suburb,Limpopo,1.0,1.0,0.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,1997,5,1,2022,25
4,unemployed,429.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,5,0,2023,23
3,wage employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,1,0,2022,23
2,unemployed,80.0,Urban,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,70 - 79 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
4,other,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,10,0,2023,35
3,other,582.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,6,1,2022,19
4,wage employed,424.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,1998,6,0,2023,25
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1998,2,1,2022,24
2,unemployed,799.0,Urban,Eastern Cape,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2022,22
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,4,1,2022,22
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1985,5,1,2022,37
1,employment programme,0.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,60 - 69 %,1,1,1999,9,1,2021,22
4,wage employed,273.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,unemployed,184.0,Urban,Eastern Cape,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
2,wage employed,731.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1986,1,0,2022,36
3,studying,582.0,Rural,Gauteng,1.0,0.0,1.0,1.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1999,8,0,2022,23
1,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,4.0,40 - 49 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,2002,9,0,2021,19
2,unemployed,5.0,Urban,Western Cape,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1988,10,0,2022,34
2,wage employed,39.0,Rural,KwaZulu-Natal,1.0,1.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,2,0,2022,28
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1989,6,0,2021,32
3,unemployed,186.0,Rural,Mpumalanga,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,1,0,2022,31
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,80 - 100 %,50 - 59 %,30 - 39 %,1,1,1998,12,0,2023,25
2,unemployed,494.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,3,0,2022,26
3,other,582.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,7,1,2022,22
3,unemployed,1313.0,Rural,Gauteng,1.0,0.0,1.0,1.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,10,0,2022,31
2,studying,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
1,wage employed,0.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,10,0,2021,22
4,unemployed,2256.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1996,3,0,2023,27
2,unemployed,5.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,12,0,2022,21
4,unemployed,1160.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,1,0,2023,25
4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,2,0,2023,20
2,unemployed,424.0,Suburb,Free State,1.0,0.0,0.0,1.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,60 - 69 %,1,1,2001,3,0,2022,21
4,unemployed,64.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,6,0,2023,21
4,studying,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,studying,582.0,Rural,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,5,0,2023,22
2,unemployed,75.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,wage employed,107.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,11,0,2022,25
4,wage employed,122.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,8,0,2023,22
2,unemployed,826.0,Urban,Eastern Cape,1.0,0.0,0.0,0.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,studying,582.0,Urban,Free State,1.0,1.0,0.0,3.0,80 - 100 %,40 - 49 %,60 - 69 %,50 - 59 %,80 - 100 %,1,1,2000,1,0,2022,22
3,unemployed,1282.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,10,0,2022,29
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,30 - 39 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
3,studying,582.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,3,0,2022,20
2,unemployed,582.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1986,10,0,2022,36
3,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2022,20
4,wage employed,273.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,3,0,2022,24
4,unemployed,462.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,5,0,2023,30
4,wage employed,120.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,studying,582.0,Urban,Free State,1.0,0.0,0.0,2.0,0 - 29 %,60 - 69 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1999,11,1,2022,23
2,wage employed,29.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,3,1,2022,33
4,unemployed,1586.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,6,0,2023,25
2,wage employed,241.0,Rural,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1992,11,1,2022,30
4,self employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,40 - 49 %,1,1,2000,1,1,2023,23
2,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
3,unemployed,400.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,9,0,2022,22
2,unemployed,2496.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,30 - 39 %,50 - 59 %,30 - 39 %,1,1,1988,6,1,2022,34
4,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2023,23
2,wage employed,5.0,Urban,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1986,10,1,2022,36
2,unemployed,83.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,3,0,2022,19
4,unemployed,36.0,Urban,Free State,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1990,12,0,2023,33
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,2,1,2022,21
4,unemployed,1528.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,3,0,2023,24
3,unemployed,583.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,7,0,2022,22
4,wage employed,5.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,30 - 39 %,50 - 59 %,30 - 39 %,0,1,1999,5,1,2023,24
3,unemployed,613.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,4,0,2022,22
2,unemployed,622.0,Rural,Eastern Cape,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,1,1,2000,1,1,2022,22
4,wage employed,153.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,12,0,2023,24
4,wage employed,1431.0,Urban,Limpopo,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,12,0,2023,34
3,wage employed,582.0,Rural,Free State,1.0,0.0,0.0,5.0,0 - 29 %,30 - 39 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1989,8,0,2022,33
4,wage employed,334.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1988,9,0,2023,35
3,wage and self employed,917.0,Suburb,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,5,1,2022,30
4,unemployed,429.0,Urban,Gauteng,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,1999,6,0,2023,24
4,unemployed,33.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,6,0,2023,25
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2023,23
2,self employed,815.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,wage employed,243.0,Urban,Free State,1.0,0.0,0.0,2.0,50 - 59 %,40 - 49 %,50 - 59 %,50 - 59 %,70 - 79 %,0,1,1998,11,0,2023,25
4,wage employed,59.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,70 - 79 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2002,12,0,2023,21
4,studying,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,studying,582.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,10,0,2023,23
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2001,2,0,2022,21
4,unemployed,1160.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,9,0,2023,23
4,unemployed,1497.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,311.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1994,2,0,2023,29
3,other,582.0,Rural,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,6,1,2022,20
2,unemployed,1189.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,1,1,1997,5,0,2022,25
4,studying,582.0,Urban,Limpopo,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,70 - 79 %,50 - 59 %,60 - 69 %,0,1,1997,1,0,2023,26
4,studying,582.0,Urban,North West,1.0,0.0,0.0,4.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,0 - 29 %,1,1,1997,3,0,2023,26
3,unemployed,5.0,Suburb,Gauteng,1.0,0.0,1.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2001,11,0,2022,21
3,other,582.0,Rural,Mpumalanga,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,11,1,2022,26
2,self employed,123.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,3,1,2022,23
